"경상북도",울진,16,17,39,16,16,13,9,7,7,7,14
"경상북도",봉화,17,17,18,14,15,11,9,9,7,9,15*
"경상북도",고령,20,17,20,15,17,15,14,7,8,11,19
"경상북도",군위,22,21,23*,-,-,-,7,6,6,10,18
"경상북도",성주,25,22,24,18,17,16,16,10,15,14,21
"경상북도",예천,25,23,22,17,17,14,14,11,7,11,23
"경상북도",청도,25,23,23,16,16,13,12**,-,-,11,23
"경상북도",청송,22,20,18,14,13,10,10,7,6,7,13
"경상북도",영양,21,18,18,15,13,10,10,7,5,10,18
"경상북도",문경,25,24,23,15,14,12,8,5,6,11,25
"경상북도",도평균,22,21,22,16,16,12,12,10,10,13,23
"경상남도",창원,18,17,17,13,16,10,11,10,10,11,18
"경상남도",진주,22,18,18,16,17,11,13,11*,11*,13,21
"경상남도",하동,20,19,18,14,17,13,15,11,11,12,17
"경상남도",김해,20,18,19,15,17,10,13,12,11,13,21
"경상남도",양산,21,18,20,15,17,11,13,13,11,12,19
"경상남도",거제,19,17,18,13,15,8,11,8**,9**,10*,16
"경상남도",사천,22,19,17,12,15,9,11,9,9,11,17
"경상남도",밀양,21,20,21,15,16,13,12,9,8,10,17
"경상남도",통영,19,16,19,14,14,8,9,9,13,12,15
"경상남도",고성,23,18,18,14,15,9,11,7,9,9,16
"경상남도",거창,22,19,18,13,10*,-,-,7,9,12,23
"경상남도",함안,23,19,19,13,16,12,13,10,12,16,24
"경상남도",함양,18,18,18,15,13,13,11,6,8,11,16
"경상남도",남해,20,18,17,13,15,9,8,7,9,9,17
"경상남도",산청,18,18,18,18,18,15,16,12,12,14,17
"경상남도",의령,19,17,16,16,18,14,16,11,11,14,22
"경상남도",창녕,22,19,19,16,17,12,15,12,11,13,21
"경상남도",합천,19,17,16,18,19,16,17,13,12,13,21
"경상남도",도평균,20,18,18,14,16,11,12,10,10,12,19
"제주특별자치도",제주특별자치도,16,18,20,16,15,11,11,9,15,15,20
"제주특별자치도",서귀포,15,17,19,15,14,10,10,7,13,10,14
"제주특별자치도",도평균,15,18,19,16,14,10,11,8,14,12,17
