"충청남도",청양,26,30,31,19,20,18,11,10,7,15,23,26
"충청남도",금산,27,28,29,18*,22,21,11,12,8,16,25,28
"충청남도",예산,28,36,40,20,24,22,14,14,10,19,27,28
"충청남도",계룡,20,24,26,-,18,17,11,10,7,13,19,21
"충청남도",서천,24,29,30,18,17,16,12,10,8,13,19,22
"충청남도",도평균,25,32,34,20,22,20,13,13,9,16,24,26
"전라북도",임실,22,23*,26,17,19,19,9,8,6,12,17,21
"전라북도",전주,22,29,33,19,20,23,10,10,8,17,24,24
"전라북도",군산,22,27,33,20,23,26,14,12,10,17,23,22
"전라북도",익산,26,28,31,21,23,23,11,12,9*,18,24,24
"전라북도",남원,24,29,31,18,18,16,9,10,7,13,19,21*
"전라북도",정읍,21,26,27,17*,19,24,16,13,10,16,20,21
"전라북도",고창,19,24,29,16,21,20,12,11,9,13,19,19
"전라북도",부안,24,28,34,22,24,25,15,14,12,21,29,29
"전라북도",김제,28,31,36,21,24,26*,15,15,12,24,31,31
"전라북도",완주,20,25,30,18,21,22,10,10,9,16,22,24
"전라북도",진안,17,20,21,15,17,19,11,12,9,13,17,18
"전라북도",무주,19,22,21,13,14,14,8,8,5,9,13,15
"전라북도",순창,21,25,29,19,21,20,7,6,7,12,17,15
"전라북도",장수,17,18,21,14,16,15,8,8,6,12,17,18
"전라북도",도평균,22,26,30,19,21,22,12,11,9,16,22,23
"전라남도",화순,15,17,17,13,13,14,9,9,8,13,16,17
"전라남도",여수,14,16,16,12,14,14,10,10,8,13,17,17
"전라남도",광양,18,21,20,15,18,16,11*,10*,9*,12*,16*,15*
"전라남도",순천,17,18,20,14,16,15,10,9,8,11,16,15*
"전라남도",목포,14,17,19,11,13,14,10,10,9,13,16,15
"전라남도",영암,25,27,28**,21**,23,19,11*,10**,12**,19**,24,26
"전라남도",나주,18,18,24,13,17,15,8,7,6,8,17,26
"전라남도",담양,14,18,22,12,9,15,8,6,8,14,23,22
"전라남도",장성,21,24,28,19,21,21,13,11,9,15,22,24
"전라남도",해남,16,21,25,16,19,16,9,9,9,11,18,19
"전라남도",영광,21,27,29,18,24,22,16,14,12,18,23,25
"전라남도",장흥,16,20,24,17,21,18,17,17,15,15,16,15
"전라남도",진도,12,15,17,11,13,10,7**,8*,7,11,13,16
"전라남도",완도,12,14,14,10,12,10,8,9,7,12,15,16
"전라남도",함평,24,29,31,18,17,16,11,10,9,15,20,23
"전라남도",고흥,14,16,15,11,14,12,10,11,9,13,16,19
"전라남도",신안,14,20,27,15,19,16,10,10,6,10,18,17
"전라남도",무안,20,25,28,17,21,19,12,11,9,16,21,21
"전라남도",강진,17,21,20,15,17,16,12,12,9,12,14,16
"전라남도",곡성,15,17,17,13,15,16,10,10,8,14,17,21
"전라남도",구례,20,23,24,17,21,19,11,9,9,16,15,15
"전라남도",보성,19,22,21,14,15,14,9,9,8,12,16,18
"전라남도",도평균,17,19,20,14,16,15,10,10,9,13,17,18
"경상북도",영덕,16,19,16,13,14,14,11,11,7,10,16,15
"경상북도",영천,18,21,19,14,17,22,16,15,7,13,21,19
"경상북도",의성,22,23,20,15,17,16,9,8,6,11,21,20
"경상북도",울릉도,8,14,14,13,12,10,8,10,7,9,15,8
"경상북도",포항,17,21,20,18,19,18,12,13,10,14,20,19
"경상북도",구미,23*,24,23,16,17,18,11,11,11,17,24,23
"경상북도",김천,20,24,24,16,16,16,10,9,8,16,22,21
"경상북도",경주,19,22,22,18,18,18,12,11,8,13,20,19
"경상북도",안동,20,22,19,15,17,14,10,10,7,10,18,19
"경상북도",영주,28,32,29,23,24,19,13,13,12,11,27,25
"경상북도",경산,28,26,22,18,19,22,12,12,11,14,22,22
"경상북도",상주,28,29,28,22,24,21,12,8,5,16,28,27
"경상북도",칠곡,24,26,26,20,22,24,16,16,11,16,23,24
"경상북도",울진,14,19,16,14,16,15,10,11,8,10,14,13
"경상북도",봉화,14,17,11,9,11,9,10,10,6,10,14,13
"경상북도",고령,16,19,19,14,14,20,16,17,15,20,19,18
"경상북도",군위,20,21,18,14,16,18,11,10,7,9,16,17
"경상북도",성주,26,27,25,20,20,22,16,13,12,16,23,22
"경상북도",예천,22,24,21,15,19,18,11,9,8,14,21,21
"경상북도",청도,23,25,22,17,16,19,10,9,8,13,22,22
"경상북도",청송,17,20,15,12,14,14,10,10,4,8,17,16
"경상북도",영양,15,18,14,11,13,14,9,8,5,9,18,17
"경상북도",문경,23,25,24,18,19,19,11,11,9,15,24,22
"경상북도",도평균,19,22,21,16,17,18,12,11,9,14,21,20
"경상남도",창원,17,19,20,15,15,15,10*,10*,9,13,16,16
"경상남도",진주,16,18,17,14*,16*,18*,12**,10*,10*,14,20,19
"경상남도",하동,13,19,18,14,16,17*,-,-,9,12,16,15
"경상남도",김해,17,19,19,15,15,17,13,13,9,14,19,18
"경상남도",양산,17,21,21,17,17,19,16*,16*,11,14,20,20
"경상남도",거제,15*,16,18,13,14,13,9,13,9,12,15,15
"경상남도",사천,15,17,17,13,14,14,10,10,9,13,18,17
"경상남도",밀양,20,23,21,16,16,18,8,9,7,12,18,19
"경상남도",통영,15,16,18,13,14,12,8,8,9,13,18,16
"경상남도",고성,19,21,21,15,18,13,10,10,9,14,18,18
"경상남도",거창,19,20,20,14,14,20,15,14,12,17,22,20
"경상남도",함안,22,25,23,17,17,18,15,14,10,14,20,20
"경상남도",함양,20,22,24,15,19,19,12,9,7,11,17,16
"경상남도",남해,17,19,19,15,17,15,10,9,9,12,15,16
"경상남도",산청,17,18,18,14,15,17,12,11,9,13,16,16
"경상남도",의령,16,18,15,13,13,16,12,11,8,12,16,16
"경상남도",창녕,21,23,20,16,17,20,15,14,11,15,21,20
"경상남도",합천,16,18,17,14,15,18,11**,-,9*,13,15,15
"경상남도",도평균,17,19,19,15,15,16,12*,11*,9,13,18,17
"제주특별자치도",제주특별자치도,14,18,24,14,16,14,8,8,9,12,18,16
"제주특별자치도",서귀포,13,16,23,14,16,12,8,7,7,10,16,13
"제주특별자치도",도평균,14,17,23,14,16,13,8,7,8,11,17,15
