"전라북도",임실,36,35,40,34,28,21,21,17,20,29,44
"전라북도",전주,43,43,47,44,36,22,23,18,23,28,45
"전라북도",군산,39,40,46,46,35,23,22,19,31,35,48
"전라북도",익산,43,42,48,47,39,26,25,19,26,38,50*
"전라북도",남원,32,31,38,34,31,22,20,16*,22*,23,38
"전라북도",정읍,37,38,40,39,32,23,26,20,27,31,42
"전라북도",고창,33,33,36,36,29,20,20,16,21,26,36
"전라북도",부안,42,42,43,43,35,21,21,20,32,37,45
"전라북도",김제,42,42,45,46,36,24,22,20,32,38,48
"전라북도",완주,39,38,43,39,31,20,24,18,20,23,36
"전라북도",진안,34,34,43,39,34,22,19,19,18,21,32
"전라북도",무주,39,28,32,29,27*,21,22,17,16,18,30
"전라북도",순창,36,31,35,33,31,23,21,16,19,27,37
"전라북도",장수,35,31,36,29,27,19,15,13,14,22,34
"전라북도",도평균,39,39,43,41,34,23,23,18,25,31,43
"전라남도",화순,36,35,34,29,29,21,20,18,20,20,28
"전라남도",여수,29,29,34,28,28,18,19,17,20,20,30
"전라남도",광양,30,28,36,32,31,22,22,18,17,18,28
"전라남도",순천,25,26,32,27,27,18,18,16,18,18,28
"전라남도",목포,32,35,35,35,29,21,22,20,26,24,32
"전라남도",영암,38,41,42,40,35,24,22,21,26,28,37
"전라남도",나주,29,30,32,32,25,18,17,15,21,23,31
"전라남도",담양,33,34,40,37,34,21,18,15,19,23,36
"전라남도",장성,33,35,40,36,28,21,21,17,18,23,33
"전라남도",해남,32,37,38,37,32,20,19,17,19,18,24
"전라남도",영광,38,38,38,37,30,21,20,17,26,27,41
"전라남도",장흥,27,29,35,30,30,23,20,15,21,22,30
"전라남도",진도,29,30,32,33,26,19,20,17,22,20,26
"전라남도",완도,28,28,30,28,25,19,20,19,22,20,28
"전라남도",함평,39,38,35,30,26,19,18,16,21,24,29
"전라남도",고흥,34,35,35,28,30,21,17,17,18,18,26
"전라남도",신안,27,27,31,32,24,18,18,16,23,23,29
"전라남도",무안,36,37,39,40,32,23,21,19,26,28,33
"전라남도",강진,25,26,27,24,23,21,24,24,15**,-,26*
"전라남도",곡성,43,42,36,32,29,20,20,17,19,23,35
"전라남도",구례,40,40,42,36,38,26,26,20,21,25,35
"전라남도",보성,35,36,38,32,29,21,22,19,20,21,30
"전라남도",도평균,31,32,35,31,29,20,20,17,21,21,30
"경상북도",영덕,26,27,34,30,25,18,18,18,15,13,26
"경상북도",영천,35,34,41,33,31,22,21,18,17,21,35
"경상북도",의성,32,30,36,30,29,19,18,15,13,18,34
"경상북도",울릉도,25,31,44,41,40,26,18,21,28,27,28
"경상북도",포항,35,36,47,41,38,25,22,21,30,30,45
"경상북도",구미,38,36,46,36,33,23,19,17,20,28,45
"경상북도",김천,38,38,46,36,31,21,15,13,20,31,47
"경상북도",경주,30,30,40,33,33,19,19,17,19,21,33
"경상북도",안동,36,34,41,35,32,22,18,15,17,19,39
"경상북도",영주,47,43,47,41,36,25,22,22,24,30,52
"경상북도",경산,37,36,44,36,35*,24,22,21,21,23,42
"경상북도",상주,37,34,41,34,30,22,20,16,17,22,38
"경상북도",칠곡,35,35,43,37,34,23,20,17,19,25,40
"경상북도",울진,25,27,61,36,31,23,19,18,18,15,24
"경상북도",봉화,29,30,39,32**,28**,18**,15**,16**,12**,14,25*
"경상북도",고령,36,34,42,36,32,24,20,13,18,23,36
"경상북도",군위,32,32,40,32,31,19,16,14,12,21,36
"경상북도",성주,36,34,42,34,33,25,23,16,29,32,44
"경상북도",예천,35,35,42,36,35,28,26,23,17,22,35
"경상북도",청도,31,31,37,32,34,22,20,16,15,18,31
"경상북도",청송,30,34,39,33,29,21,20,22,16,19,29
"경상북도",영양,31,30,38,32,26,18,17,17,14,20,32
"경상북도",문경,35,35,42,35,31,23,17,14,17,21,40
"경상북도",도평균,34,34,43,36,33,23,20,18,21,24,39
"경상남도",창원,27,26,32,27,28,18,20,19,20,20,30
"경상남도",진주,31,28,33,32,35,23,24,22*,22*,25,37
"경상남도",하동,29,28,32,28,29,22,25,21,19,19,24
"경상남도",김해,34,32,38,31,31,17,22,20,19,21,36
"경상남도",양산,29,27,34,29,29,20,22,22,20,20,32
"경상남도",거제,26,26,33,25,25,13,16,15**,17**,17*,26
"경상남도",사천,33,29,33,28,29,17,19,17,19,21,32
"경상남도",밀양,31,30,39,32,30,19,18,21,22,23,32
"경상남도",통영,30,28,37,29,28,14,20,23,26,23,28
"경상남도",고성,31,28,35,31,32,23,22,16,18,20,30
"경상남도",거창,33,31,36,31,28*,-,-,14,15,19,32
"경상남도",함안,33,28,33,29,31,20,19,18,20,19,31
"경상남도",함양,30,27,34,28,26,18,16,13,18,21,34
"경상남도",남해,29,27,32,24,23,16,15,13,17,17,25
"경상남도",산청,24,27,32,30,29,22,22,20,18,19,28
"경상남도",의령,29,26,28,25,25,16,20,18,16,21,31
"경상남도",창녕,31,30,34,29,30,20,22,21,21,22,33
"경상남도",합천,26,25,30,29,30,23,24,22,20,20,29
"경상남도",도평균,29,28,34,29,29,19,21,19,20,21,31
"제주특별자치도",제주특별자치도,27,31,42,32,29,20,18,17,28,27,34
"제주특별자치도",서귀포,23,27,39,30,28,22,23,19,28,24,27
"제주특별자치도",도평균,25,29,40,31,29,21,20,18,28,26,30
